sequence,label
"p10,p6,p7,p1,p8,p5,p8,p4,p4,p7",0
"p7,p6,p6,p9,p6,p6,p7,p10,p9,p5",0
"p9,p4,p4,p3,p5,p3,p5,p2,p2,p6",0
"p6,p5,p4,p9,p8,p10,p1,p6,p6,p6",0
"p4,p5,p9,p6,p10,p2,p2,p6,p7,p1",0
"p1,p6,p4,p4,p2,p3,p4,p4,p1,p8",0
"p1,p3,p4,p2,p5,p9,p8,p5,p10,p2",0
"p3,p10,p10,p8,p8,p4,p3,p9,p2,p8",0
"p7,p5,p10,p9,p7,p1,p4,p9,p6,p8",0
"p2,p5,p1,p5,p5,p7,p7,p6,p9,p2",0
"p8,p5,p2,p9,p5,p1,p10,p5,p6,p9",0
"p8,p9,p9,p5,p6,p7,p10,p6,p4,p4",0
"p1,p9,p1,p7,p3,p4,p1,p8,p7,p2",0
"p7,p10,p10,p8,p1,p1,p10,p7,p8,p7",0
"p2,p4,p5,p2,p3,p3,p4,p4,p1,p4",0
"p5,p1,p5,p3,p6,p8,p8,p8,p2,p9",0
"p4,p1,p9,p8,p9,p5,p1,p6,p6,p1",0
"p4,p4,p3,p6,p1,p2,p4,p7,p5,p5",0
"p3,p7,p4,p8,p8,p10,p4,p8,p9,p5",0
"p5,p2,p8,p6,p4,p6,p6,p8,p9,p2",0
"p9,p6,p4,p5,p9,p6,p2,p3,p10,p6",0
"p4,p3,p2,p3,p9,p5,p2,p1,p10,p4",0
"p3,p5,p3,p10,p3,p9,p8,p8,p10,p5",0
"p2,p6,p5,p7,p1,p4,p5,p10,p4,p4",0
"p8,p8,p8,p4,p2,p1,p10,p8,p7,p5",0
"p10,p2,p10,p3,p2,p7,p9,p6,p7,p6",0
"p7,p1,p1,p3,p2,p8,p1,p1,p5,p10",0
"p8,p6,p2,p4,p6,p2,p8,p9,p1,p7",0
"p7,p10,p1,p7,p1,p3,p7,p4,p1,p9",0
"p4,p6,p1,p7,p6,p2,p5,p5,p9,p7",0
"p1,p7,p4,p8,p7,p4,p7,p8,p9,p7",0
"p6,p1,p7,p8,p4,p6,p5,p5,p9,p4",0
"p4,p6,p8,p5,p6,p3,p4,p8,p8,p9",0
"p7,p3,p7,p9,p7,p9,p5,p8,p7,p1",0
"p1,p1,p4,p6,p10,p6,p3,p10,p10,p6",0
"p8,p8,p5,p7,p9,p2,p1,p6,p2,p5",0
"p6,p6,p5,p1,p9,p10,p6,p2,p4,p5",0
"p6,p6,p3,p1,p9,p6,p4,p2,p2,p1",0
"p1,p4,p4,p10,p4,p2,p5,p2,p9,p3",0
"p2,p5,p6,p5,p2,p9,p8,p10,p6,p10",0
"p8,p7,p10,p5,p4,p6,p7,p7,p7,p5",0
"p5,p3,p4,p7,p8,p2,p10,p5,p6,p8",0
"p6,p9,p2,p7,p9,p9,p5,p6,p10,p8",0
"p4,p2,p5,p5,p8,p5,p7,p2,p5,p9",0
"p9,p1,p2,p7,p2,p2,p2,p4,p4,p6",0
"p2,p10,p8,p9,p3,p3,p2,p7,p4,p9",0
"p6,p4,p10,p9,p7,p8,p9,p4,p4,p10",0
"p6,p1,p10,p7,p6,p2,p1,p2,p1,p4",0
"p3,p1,p7,p7,p3,p6,p2,p8,p2,p5",0
"p5,p3,p9,p2,p5,p8,p5,p5,p7,p10",0
"p8,p9,p6,p9,p8,p6,p5,p8,p8,p6",0
"p2,p6,p3,p7,p8,p3,p5,p7,p5,p10",0
"p9,p8,p5,p6,p8,p7,p9,p10,p4,p5",0
"p5,p5,p6,p8,p1,p1,p2,p8,p8,p9",0
"p5,p6,p4,p4,p10,p6,p6,p2,p2,p4",0
"p10,p10,p8,p6,p2,p5,p6,p1,p3,p2",0
"p1,p2,p6,p6,p9,p8,p7,p9,p10,p1",0
"p4,p8,p7,p3,p5,p10,p4,p3,p9,p9",0
"p6,p1,p7,p8,p1,p5,p2,p8,p4,p3",0
"p1,p2,p10,p7,p9,p4,p10,p6,p7,p2",0
"p10,p4,p7,p6,p7,p9,p9,p10,p1,p8",0
"p3,p1,p5,p1,p6,p1,p4,p5,p7,p6",0
"p10,p1,p2,p7,p6,p1,p10,p5,p4,p9",0
"p5,p4,p10,p1,p6,p5,p1,p4,p10,p7",0
"p2,p3,p5,p3,p10,p1,p7,p5,p10,p8",0
"p6,p2,p1,p9,p2,p10,p4,p8,p7,p2",0
"p8,p5,p7,p10,p10,p5,p6,p4,p7,p7",0
"p8,p9,p7,p1,p2,p3,p2,p4,p2,p6",0
"p9,p2,p6,p7,p2,p8,p3,p2,p6,p9",0
"p3,p7,p9,p3,p8,p4,p3,p1,p6,p8",0
"p4,p3,p6,p1,p9,p9,p6,p8,p3,p5",0
"p4,p10,p9,p3,p9,p4,p7,p4,p1,p9",0
"p4,p3,p5,p1,p9,p5,p5,p1,p6,p8",0
"p2,p8,p1,p9,p8,p8,p10,p8,p1,p2",0
"p3,p9,p4,p5,p5,p1,p1,p4,p1,p9",0
"p7,p10,p10,p4,p1,p10,p2,p2,p10,p1",0
"p6,p1,p4,p3,p8,p4,p10,p3,p4,p3",0
"p10,p10,p2,p1,p5,p7,p2,p8,p3,p5",0
"p8,p1,p8,p7,p7,p4,p6,p6,p8,p1",0
"p9,p9,p5,p5,p9,p7,p2,p5,p3,p6",0
"p1,p8,p3,p2,p2,p7,p1,p8,p9,p10",0
"p8,p4,p10,p1,p5,p8,p1,p3,p2,p2",0
"p9,p5,p3,p7,p6,p4,p1,p4,p2,p8",0
"p9,p7,p7,p9,p7,p7,p4,p4,p2,p6",0
"p10,p6,p8,p9,p6,p9,p2,p9,p6,p3",0
"p5,p2,p9,p2,p1,p2,p3,p2,p8,p6",0
"p5,p4,p3,p9,p2,p7,p5,p6,p9,p7",0
"p6,p9,p1,p2,p10,p10,p5,p4,p10,p5",0
"p1,p1,p1,p8,p7,p8,p4,p9,p8,p8",0
"p4,p7,p10,p1,p2,p9,p5,p9,p7,p10",0
"p2,p10,p6,p2,p10,p1,p5,p10,p3,p8",0
"p10,p1,p5,p9,p6,p4,p5,p8,p7,p3",0
"p3,p2,p7,p10,p6,p9,p1,p5,p5,p9",0
"p8,p5,p4,p2,p9,p6,p10,p3,p7,p4",0
"p9,p3,p3,p4,p5,p3,p8,p4,p7,p7",0
"p1,p9,p8,p8,p4,p3,p1,p6,p5,p1",0
"p8,p6,p7,p6,p7,p3,p1,p7,p2,p1",0
"p8,p7,p4,p6,p5,p6,p6,p6,p5,p2",0
"p4,p1,p10,p8,p7,p7,p2,p1,p10,p1",0
"p6,p9,p1,p7,p8,p9,p9,p8,p2,p5",0
"p2,p7,p2,p10,p4,p2,p6,p8,p9,p3",0
"p10,p2,p4,p5,p4,p9,p8,p3,p9,p10",0
"p9,p2,p2,p5,p2,p10,p1,p3,p2,p7",0
"p5,p2,p4,p5,p7,p9,p2,p8,p7,p4",0
"p2,p7,p2,p5,p3,p5,p2,p7,p5,p7",0
"p7,p2,p1,p9,p4,p6,p7,p9,p4,p10",0
"p10,p9,p1,p8,p4,p7,p8,p6,p5,p9",0
"p8,p3,p3,p8,p5,p5,p4,p2,p6,p7",0
"p5,p7,p10,p2,p2,p3,p2,p7,p7,p3",0
"p3,p2,p5,p2,p10,p7,p2,p3,p10,p3",0
"p6,p8,p3,p8,p2,p3,p9,p2,p3,p2",0
"p4,p6,p9,p3,p1,p6,p4,p9,p10,p3",0
"p7,p2,p10,p2,p9,p8,p2,p4,p1,p1",0
"p10,p6,p5,p4,p7,p1,p5,p6,p3,p6",0
"p6,p8,p3,p1,p5,p3,p7,p9,p9,p6",0
"p1,p8,p5,p7,p6,p4,p4,p4,p4,p5",0
"p5,p10,p1,p10,p10,p4,p10,p6,p9,p10",0
"p6,p2,p2,p6,p7,p9,p6,p8,p6,p4",0
"p9,p2,p10,p3,p5,p10,p8,p10,p6,p8",0
"p3,p1,p4,p8,p2,p9,p9,p3,p8,p5",0
"p1,p5,p7,p5,p7,p7,p5,p8,p3,p1",0
"p8,p1,p5,p1,p2,p10,p4,p8,p1,p3",0
"p3,p2,p2,p7,p3,p5,p1,p5,p8,p3",0
"p6,p7,p1,p1,p6,p2,p1,p1,p10,p4",0
"p2,p5,p9,p4,p9,p5,p7,p2,p5,p3",0
"p5,p2,p9,p10,p1,p5,p4,p2,p7,p1",0
"p8,p3,p9,p10,p7,p2,p1,p5,p2,p9",0
"p1,p4,p1,p10,p4,p1,p9,p4,p7,p4",0
"p5,p10,p1,p8,p1,p8,p7,p8,p7,p6",0
"p3,p10,p1,p3,p3,p7,p4,p1,p8,p6",0
"p4,p5,p6,p9,p8,p3,p5,p4,p3,p10",0
"p1,p9,p1,p3,p5,p9,p3,p5,p6,p3",0
"p8,p6,p5,p2,p5,p3,p9,p6,p2,p3",0
"p5,p4,p5,p1,p2,p1,p5,p4,p1,p10",0
"p2,p7,p2,p9,p4,p7,p4,p6,p2,p6",0
"p7,p4,p2,p10,p5,p9,p9,p8,p3,p7",0
"p7,p5,p9,p9,p10,p7,p9,p9,p9,p2",0
"p1,p10,p3,p9,p8,p2,p5,p5,p2,p4",0
"p4,p5,p3,p3,p4,p5,p4,p10,p6,p10",0
"p2,p7,p1,p7,p3,p6,p8,p9,p9,p8",0
"p9,p7,p3,p8,p7,p8,p10,p6,p8,p8",0
"p1,p1,p7,p4,p9,p9,p3,p5,p9,p8",0
"p2,p8,p6,p9,p6,p6,p7,p5,p3,p4",0
"p4,p6,p9,p5,p5,p9,p6,p4,p5,p5",0
"p5,p10,p8,p7,p1,p2,p2,p4,p4,p3",0
"p4,p7,p7,p2,p5,p6,p9,p9,p6,p4",0
"p8,p5,p6,p1,p4,p7,p8,p3,p9,p6",0
"p7,p10,p5,p7,p9,p8,p5,p5,p9,p2",0
"p1,p9,p9,p5,p10,p2,p4,p10,p1,p1",0
"p4,p3,p7,p1,p9,p7,p7,p6,p5,p4",0
"p4,p10,p3,p3,p10,p10,p6,p4,p8,p8",0
"p7,p4,p9,p8,p5,p3,p4,p3,p2,p8",0
"p10,p1,p6,p4,p3,p1,p5,p5,p8,p2",0
